employee_id,age,gender,department,job_level,workload,overtime_hours,job_satisfaction,stress_level,sleep_quality,work_life_balance,burnout_risk
3910,52,Male,Finance,1,27,27,1,2,1,2,0
3911,43,Female,Sales,5,61,9,1,9,9,2,1
3912,37,Male,Finance,3,62,24,1,1,4,3,1
3913,41,Female,Sales,2,39,27,1,3,3,3,1
3914,22,Male,Marketing,1,36,16,3,4,5,2,0
3915,57,Female,Marketing,3,30,14,5,6,3,2,0
3916,26,Female,HR,4,35,7,5,4,1,2,0
3917,38,Male,Support,5,56,16,4,2,8,3,1
3918,50,Female,Support,3,61,2,1,3,9,3,0
3919,42,Female,Operations,5,51,3,2,3,6,1,0
3920,53,Female,IT,3,45,26,4,6,2,3,1
3921,50,Male,Marketing,4,56,7,4,5,6,4,1
3922,37,Female,Marketing,1,28,12,3,5,6,4,0
3923,52,Female,Finance,5,54,0,4,4,6,2,0
3924,34,Male,Operations,5,22,27,2,4,9,2,0
3925,30,Female,Support,1,50,17,5,9,4,3,1
3926,56,Female,Marketing,5,61,10,4,7,2,4,1
3927,54,Female,Sales,2,26,20,3,8,8,1,0
3928,29,Male,Support,1,21,5,1,4,6,3,0
3929,48,Female,Operations,4,44,15,2,3,1,3,1
3930,31,Male,IT,3,59,20,1,1,6,4,1
3931,34,Female,Sales,3,31,28,4,9,2,2,1
3932,59,Female,Finance,1,49,18,5,9,4,2,1
3933,39,Female,HR,2,49,25,3,2,2,4,1
3934,35,Female,Sales,4,48,22,2,4,4,4,1
3935,48,Male,Support,3,60,27,5,4,7,1,1
3936,44,Female,IT,3,30,16,2,1,8,4,0
3937,28,Male,Sales,2,42,17,3,2,3,2,0
3938,29,Female,Operations,5,36,10,3,8,1,4,0
3939,53,Male,Operations,1,32,13,4,6,1,4,0
3940,53,Female,IT,2,52,11,2,1,7,1,0
3941,39,Female,Support,2,20,24,4,7,1,3,0
3942,23,Male,Operations,2,59,29,2,7,3,1,1
3943,30,Male,Sales,2,32,19,2,6,5,4,0
3944,21,Male,HR,5,57,23,1,8,5,3,1
3945,49,Male,Sales,4,22,24,4,5,4,4,0
3946,54,Female,HR,2,35,6,2,2,8,3,0
3947,33,Male,Operations,2,61,16,2,4,3,4,1
3948,21,Male,Sales,1,26,4,3,8,8,2,0
3949,54,Male,Operations,3,22,21,1,8,6,3,0
3950,49,Female,Support,5,33,13,3,5,4,3,0
3951,33,Female,HR,2,35,26,4,6,3,1,1
3952,49,Female,Support,4,23,23,4,9,2,2,0
3953,59,Female,Operations,4,50,25,2,2,6,2,1
3954,44,Male,Marketing,4,32,12,5,5,1,2,0
3955,46,Female,Finance,1,46,23,3,9,8,4,1
3956,37,Male,Sales,4,20,28,4,3,5,4,0
3957,27,Female,Marketing,1,44,11,2,6,7,3,0
3958,33,Male,Support,5,56,13,2,4,7,4,1
3959,25,Male,Operations,4,69,24,3,4,6,4,1
3960,46,Male,Operations,3,63,8,2,3,5,3,1
3961,23,Male,Finance,2,30,3,1,1,2,1,0
3962,27,Male,Operations,5,28,21,5,8,3,4,0
3963,59,Female,Finance,3,26,18,3,5,3,2,0
3964,21,Male,Sales,5,33,0,3,2,5,2,0
3965,37,Male,HR,4,49,28,3,1,2,4,1
3966,45,Male,Finance,5,43,12,2,1,1,4,0
3967,23,Male,Finance,5,22,5,2,4,4,3,0
3968,35,Female,Marketing,5,67,0,3,4,3,4,1
3969,49,Female,Operations,1,58,24,3,6,3,1,1
3970,52,Male,Sales,3,46,26,1,7,6,3,1
3971,46,Male,HR,4,20,21,4,1,9,2,0
3972,36,Male,IT,2,57,16,1,2,2,3,1
3973,45,Male,Support,4,45,26,3,3,5,4,1
3974,48,Female,Finance,4,25,28,2,9,2,4,1
3975,29,Female,IT,1,61,2,2,4,6,1,0
3976,21,Male,Operations,1,31,16,3,6,1,1,0
3977,49,Male,Support,5,57,1,4,2,1,3,0
3978,42,Male,Finance,4,65,21,5,2,9,2,1
3979,36,Male,IT,3,54,6,5,2,5,3,0
3980,27,Male,Marketing,1,29,0,1,5,9,3,0
3981,34,Female,IT,1,28,25,4,9,8,1,0
3982,49,Female,Support,3,42,20,5,6,9,3,1
3983,39,Male,Marketing,1,49,21,4,9,9,1,1
3984,39,Female,Support,3,41,14,2,6,8,1,0
3985,22,Female,HR,2,66,3,2,9,3,3,1
3986,35,Female,Operations,3,28,5,4,5,7,1,0
3987,23,Male,Sales,2,38,20,3,1,4,4,0
3988,31,Female,IT,5,27,12,5,6,8,4,0
3989,50,Female,Finance,5,23,28,5,4,7,3,0
3990,38,Male,Support,1,24,26,2,9,9,2,0
3991,22,Female,Support,3,38,22,1,6,8,2,1
3992,52,Male,Operations,1,65,12,5,1,3,4,1
3993,28,Female,IT,3,37,19,2,6,5,1,0
3994,42,Male,Finance,1,48,0,2,3,3,2,0
3995,26,Male,Finance,5,38,1,4,3,9,2,0
3996,32,Female,Support,5,25,5,4,7,1,3,0
3997,56,Female,Sales,1,24,29,4,2,7,3,0
3998,35,Male,Support,3,62,28,1,9,9,2,1
3999,48,Male,Sales,4,24,25,5,9,3,2,1
4000,38,Female,Support,3,27,28,1,7,7,4,0
4001,22,Female,Support,1,46,10,1,9,7,3,0
4002,33,Female,Finance,3,56,17,4,6,2,3,1
4003,35,Female,Sales,2,62,12,2,9,5,2,1
4004,40,Male,Finance,3,64,20,3,2,7,4,1
4005,49,Male,IT,5,57,11,2,5,2,1,1
4006,49,Male,Support,5,56,19,2,6,2,3,1
4007,23,Female,HR,2,37,6,2,6,6,3,0
4008,39,Female,Sales,3,45,19,2,4,2,2,1
4009,23,Male,Marketing,4,61,6,1,4,1,2,1
4010,34,Male,Marketing,3,35,26,4,5,3,1,1
4011,24,Male,Marketing,5,41,23,4,6,1,3,1
4012,31,Male,HR,5,65,6,2,8,6,4,1
4013,51,Male,Finance,1,42,1,3,1,4,4,0
4014,52,Male,Finance,5,66,10,5,8,2,2,1
4015,47,Female,Operations,1,22,0,2,2,7,4,0
4016,50,Male,Marketing,5,22,20,2,7,7,4,0
4017,22,Male,Marketing,5,31,28,3,4,8,2,0
4018,29,Male,Finance,4,42,12,1,8,7,1,0
4019,48,Male,Marketing,1,66,11,2,6,1,1,1
4020,51,Male,Finance,1,30,12,3,5,3,3,0
4021,54,Male,Support,5,61,6,1,5,1,2,1
4022,35,Male,Support,1,66,11,1,4,2,2,1
4023,45,Female,Finance,5,69,16,2,3,1,3,1
4024,56,Male,Sales,5,65,26,1,3,9,4,1
4025,28,Female,Finance,3,48,7,2,3,7,1,0
4026,29,Female,IT,1,25,2,2,7,9,3,0
4027,57,Female,IT,2,65,6,4,8,8,3,1
4028,59,Male,IT,1,35,18,5,8,2,3,1
4029,52,Male,IT,1,53,19,5,2,1,1,1
4030,37,Male,HR,4,56,7,4,3,5,4,0
4031,55,Male,Operations,2,30,13,2,2,7,1,0
4032,57,Male,Operations,2,30,13,3,6,2,2,0
4033,39,Male,Finance,4,44,1,1,3,4,2,0
4034,49,Male,Support,4,38,5,4,6,7,3,0
4035,27,Male,Marketing,1,51,15,4,4,9,2,1
4036,48,Male,IT,3,69,25,4,6,6,1,1
4037,29,Male,Operations,4,27,8,4,3,7,2,0
4038,48,Female,Operations,2,31,25,5,5,8,2,0
4039,26,Male,IT,2,60,24,2,8,8,4,1
4040,49,Male,Support,1,54,20,4,3,9,1,1
4041,37,Male,HR,3,25,14,4,9,2,2,0
4042,36,Female,HR,5,40,18,4,9,7,1,1
4043,43,Male,Operations,4,45,14,3,7,2,2,1
4044,51,Male,HR,4,20,21,3,8,7,4,0
4045,23,Female,Sales,1,36,11,1,9,9,2,0
4046,41,Male,IT,3,54,8,2,1,4,3,0
4047,46,Female,Support,2,46,15,4,7,5,4,1
4048,56,Female,Operations,2,69,5,1,3,5,2,1
4049,57,Female,IT,5,69,19,1,6,2,3,1
4050,42,Female,HR,2,21,27,2,9,3,2,1
4051,32,Male,IT,4,55,26,3,8,1,3,1
4052,33,Female,HR,5,20,14,2,2,3,4,0
4053,31,Female,Support,3,29,12,1,4,5,2,0
4054,36,Male,HR,5,50,20,2,5,9,1,1
4055,28,Male,IT,3,56,22,3,6,1,2,1
4056,22,Male,Support,2,24,9,1,7,6,1,0
4057,50,Female,HR,1,60,13,2,4,2,4,1
4058,50,Male,Sales,5,65,28,4,4,6,1,1
4059,32,Female,Finance,5,32,2,4,5,6,3,0
4060,30,Female,IT,4,64,29,2,9,1,1,1
4061,31,Male,Finance,4,43,11,2,9,5,4,0
4062,35,Male,IT,3,46,24,3,1,2,4,1
4063,36,Male,HR,1,20,0,1,5,1,1,0
4064,37,Male,HR,4,68,23,2,5,9,3,1
4065,46,Male,Support,4,39,20,1,7,6,4,1
4066,22,Male,Operations,2,27,15,4,8,1,2,0
4067,32,Female,Sales,2,22,9,1,3,9,4,0
4068,46,Female,Operations,4,68,8,5,1,9,2,1
4069,43,Male,Finance,3,51,17,3,2,7,1,1
4070,38,Female,HR,1,63,0,3,6,9,3,0
4071,52,Female,Operations,4,44,9,1,6,1,2,0
4072,58,Female,HR,3,44,6,3,5,3,3,0
4073,23,Female,IT,3,69,9,1,5,8,3,1
4074,58,Female,Operations,4,33,11,1,9,3,1,0
4075,23,Female,Finance,3,62,10,4,7,8,4,1
4076,50,Male,Support,5,46,8,1,6,3,4,0
4077,21,Male,Operations,3,67,29,3,7,4,4,1
4078,50,Male,HR,4,51,4,5,3,4,3,0
4079,52,Female,Marketing,3,46,26,2,7,5,4,1
4080,48,Male,Marketing,4,23,3,3,3,4,4,0
4081,41,Male,Support,2,69,19,5,8,7,1,1
4082,33,Male,Support,4,58,27,3,9,4,4,1
4083,47,Female,Sales,3,30,12,5,3,1,3,0
4084,56,Male,Support,4,67,7,3,7,5,1,1
4085,27,Female,HR,1,67,15,2,8,8,4,1
4086,42,Male,IT,4,22,0,4,3,6,2,0
4087,30,Male,Operations,4,44,16,4,6,4,4,1
4088,59,Male,Support,1,43,14,2,7,4,3,1
4089,35,Female,Marketing,1,28,23,3,4,1,1,0
4090,35,Female,IT,1,27,14,5,6,1,4,0
4091,24,Female,HR,5,58,17,1,7,3,2,1
4092,52,Female,IT,4,50,25,3,7,4,4,1
4093,43,Female,HR,1,36,5,2,1,4,1,0
4094,26,Male,Sales,1,62,1,4,2,2,1,0
4095,44,Male,Operations,2,50,4,4,1,9,1,0
4096,40,Female,IT,5,23,18,3,9,8,1,0
4097,57,Female,Operations,4,23,6,5,7,3,1,0
4098,40,Male,IT,3,56,8,2,7,2,3,1
4099,32,Female,HR,5,27,1,2,3,1,2,0
4100,53,Male,HR,5,61,6,5,5,9,2,1
4101,48,Female,IT,2,68,28,5,2,5,2,1
4102,28,Male,Sales,4,25,28,3,5,8,3,0
4103,21,Female,HR,4,28,23,3,8,4,1,0
4104,57,Female,Finance,1,61,13,4,3,2,4,1
4105,42,Male,Finance,1,27,25,4,4,5,3,0
4106,26,Male,Operations,5,51,23,5,8,8,1,1
4107,41,Female,Support,2,34,22,1,2,6,3,0
4108,52,Female,Finance,4,37,29,1,1,8,4,1
4109,55,Male,Finance,2,42,14,1,3,3,4,0
4110,35,Female,Sales,3,24,11,2,2,5,2,0
4111,25,Male,Sales,4,69,19,3,2,2,3,1
4112,26,Male,Support,1,46,3,5,4,3,4,0
4113,45,Female,Marketing,5,52,25,4,6,7,1,1
4114,49,Male,Support,2,21,12,1,5,1,2,0
4115,27,Male,Marketing,1,61,28,4,4,8,4,1
4116,33,Female,Sales,5,57,8,3,8,5,2,1
4117,58,Male,Marketing,1,47,11,5,5,2,1,1
4118,38,Male,Sales,4,43,9,1,2,3,1,0
4119,22,Male,Marketing,2,40,8,1,4,4,3,0
4120,28,Male,HR,3,50,20,5,7,2,1,1
4121,31,Female,Sales,1,30,22,4,4,5,1,0
4122,53,Male,Support,2,69,6,3,6,7,1,1
4123,58,Female,Operations,4,47,24,3,2,9,2,1
4124,47,Male,Operations,1,67,11,3,9,1,1,1
4125,40,Female,Sales,4,59,15,4,4,6,2,1
4126,32,Male,Finance,3,23,14,4,1,6,4,0
4127,51,Female,Operations,3,62,6,1,3,1,4,1
4128,47,Male,Support,5,61,7,4,7,2,2,1
4129,52,Male,Finance,5,35,6,2,9,8,2,0
4130,30,Male,Operations,5,31,10,5,6,6,1,0
4131,23,Male,IT,4,41,3,4,4,1,1,0
4132,47,Female,IT,5,54,27,3,2,6,2,1
4133,55,Female,Sales,2,62,17,4,9,7,3,1
4134,51,Male,Support,4,35,18,1,8,2,3,1
4135,35,Female,Support,4,43,6,5,7,4,3,0
4136,36,Male,Operations,5,54,29,5,2,7,4,1
4137,33,Male,HR,5,47,26,3,2,6,1,1
4138,55,Female,Finance,4,61,26,5,8,8,2,1
4139,31,Female,Operations,3,48,12,2,9,6,4,1
4140,41,Female,Sales,3,40,8,5,9,2,4,0
4141,31,Male,Finance,5,67,28,3,8,1,1,1
4142,50,Male,Marketing,3,44,29,5,1,5,2,1
4143,55,Female,Sales,2,58,26,4,5,9,3,1
4144,42,Male,Operations,2,50,17,1,7,2,1,1
4145,58,Female,HR,2,34,29,4,6,7,4,1
4146,51,Female,Marketing,4,66,6,2,1,9,4,0
4147,34,Female,Sales,4,61,19,2,6,4,4,1
4148,44,Female,Operations,4,54,15,1,4,4,4,1
4149,52,Female,IT,4,57,22,1,3,5,3,1
4150,56,Female,Support,4,69,27,1,4,6,2,1
4151,52,Male,Operations,5,41,4,1,8,7,3,0
4152,35,Male,IT,3,24,6,5,6,9,4,0
4153,55,Female,IT,5,67,5,4,9,6,2,1
4154,23,Female,Sales,3,32,28,2,5,3,1,1
4155,36,Female,Operations,5,51,1,5,9,2,1,0
4156,25,Male,Support,2,22,27,1,4,6,3,0
4157,41,Female,Operations,1,34,6,3,4,9,1,0
4158,30,Female,IT,4,46,20,3,6,3,4,1
4159,39,Female,Finance,1,46,8,4,7,4,2,0
4160,45,Male,Marketing,1,49,12,2,2,3,2,0
4161,24,Female,HR,2,25,28,2,4,7,3,0
4162,49,Male,Operations,1,44,26,4,8,4,2,1
4163,39,Male,Marketing,1,47,16,1,9,6,1,1
4164,22,Female,Marketing,2,41,16,1,5,6,3,0
4165,30,Male,Finance,3,23,14,2,6,9,4,0
4166,45,Male,Marketing,5,34,17,2,7,5,3,0
4167,40,Male,Operations,1,45,23,2,7,7,1,1
4168,39,Female,Sales,4,37,14,1,3,1,1,0
4169,43,Male,Sales,2,28,10,3,2,8,1,0
4170,44,Female,Marketing,1,23,24,4,8,2,3,0
4171,31,Female,Operations,3,67,26,4,9,4,3,1
4172,54,Female,Operations,3,69,26,5,8,7,2,1
4173,48,Male,IT,4,24,11,5,8,6,3,0
4174,25,Female,Finance,1,64,22,3,2,4,4,1
4175,25,Male,Support,4,25,16,2,4,8,3,0
4176,41,Male,HR,3,31,11,3,6,7,2,0
4177,32,Male,Support,3,50,6,5,8,6,4,0
4178,24,Male,IT,5,66,28,5,2,5,4,1
4179,40,Female,HR,3,28,23,4,8,5,3,0
4180,58,Female,Support,2,26,6,3,1,7,2,0
4181,45,Male,Operations,5,48,28,1,6,6,2,1
4182,34,Female,Sales,4,33,27,5,8,4,4,1
4183,31,Female,IT,3,39,20,4,8,7,4,1
4184,52,Female,Support,2,67,27,2,7,5,2,1
4185,31,Male,Marketing,5,51,22,3,7,7,1,1
4186,38,Female,Marketing,2,41,9,5,9,7,1,0
4187,47,Male,HR,5,55,15,1,2,2,3,1
4188,38,Female,Operations,5,63,10,5,1,4,2,1
4189,43,Male,Sales,5,37,15,1,2,4,4,0
4190,31,Male,HR,4,59,1,3,3,7,1,0
4191,41,Male,Support,5,68,24,1,9,8,4,1
4192,25,Female,Support,5,44,1,1,7,1,4,0
4193,43,Male,Sales,2,50,17,4,5,7,2,1
4194,45,Female,Support,5,54,4,3,5,6,4,0
4195,30,Male,Finance,4,45,13,5,6,1,2,1
4196,42,Female,Sales,2,23,7,2,2,8,4,0
4197,39,Male,Marketing,5,61,5,3,1,5,1,0
4198,21,Female,Support,2,67,27,3,1,7,2,1
4199,27,Male,Support,4,39,8,2,3,8,4,0
4200,24,Male,IT,2,53,5,5,1,7,3,0
4201,21,Male,IT,4,31,20,4,9,1,3,1
4202,35,Female,IT,3,35,16,5,5,6,3,0
4203,32,Male,Sales,5,61,7,2,9,1,3,1
4204,42,Male,Marketing,4,24,2,5,5,4,1,0
4205,42,Male,Sales,5,63,11,3,1,4,1,1
4206,37,Male,Operations,4,54,12,4,7,8,3,1
4207,49,Female,Marketing,1,63,17,1,7,6,4,1
4208,34,Male,Marketing,1,46,22,5,4,7,1,1
4209,40,Male,Sales,1,20,10,1,3,7,3,0
4210,53,Female,Sales,4,53,1,4,1,7,1,0
4211,35,Female,IT,5,62,13,1,7,2,1,1
4212,32,Female,Marketing,1,51,0,5,5,6,4,0
4213,40,Male,IT,5,63,26,2,1,8,4,1
4214,50,Female,Operations,4,58,14,3,1,8,2,1
4215,58,Female,Finance,5,52,28,3,3,4,4,1
4216,23,Female,IT,5,50,17,1,3,7,3,1
4217,48,Male,Sales,1,32,21,3,2,9,2,0
4218,46,Male,Support,2,64,17,3,8,8,3,1
4219,50,Male,HR,3,21,16,2,8,2,4,0
4220,33,Female,Finance,4,49,0,1,6,8,4,0
4221,33,Male,Operations,4,29,13,2,5,3,1,0
4222,22,Female,Support,4,42,19,2,6,4,3,1
4223,57,Female,Sales,3,52,23,4,1,3,2,1
4224,58,Female,Finance,2,58,21,1,2,8,4,1
4225,22,Male,Sales,5,64,15,2,7,4,2,1
4226,56,Female,IT,4,48,3,5,1,1,4,0
4227,46,Female,Support,5,49,21,3,8,9,4,1
4228,31,Male,Sales,1,53,5,1,3,9,1,0
4229,28,Female,Support,1,58,24,4,4,1,2,1
4230,42,Female,Operations,1,36,15,2,7,8,4,0
4231,40,Female,HR,4,41,19,5,7,2,4,1
4232,28,Male,IT,3,24,5,3,2,7,1,0
4233,49,Female,IT,4,30,14,3,5,1,4,0
4234,46,Male,Support,1,41,25,5,8,6,1,1
4235,50,Male,Operations,1,51,0,1,9,8,1,0
4236,37,Female,Operations,4,43,6,3,5,6,1,0
4237,40,Female,Finance,3,30,22,3,2,9,4,0
4238,36,Female,HR,3,30,10,3,4,1,1,0
4239,27,Female,Sales,5,36,0,2,5,9,2,0
4240,36,Male,Finance,2,51,7,2,6,3,2,1
4241,47,Male,Sales,1,38,13,3,6,2,2,0
4242,43,Female,Sales,3,46,4,4,1,8,2,0
4243,44,Male,Sales,1,51,12,3,6,5,1,1
4244,29,Female,Finance,2,44,14,1,1,1,3,0
4245,55,Female,IT,1,47,8,4,5,1,4,0
4246,40,Female,Operations,3,59,7,1,7,2,4,1
4247,57,Female,IT,5,46,18,5,8,7,3,1
4248,37,Male,HR,4,33,16,5,5,2,3,0
4249,51,Male,Finance,4,61,18,2,2,9,4,1
4250,28,Female,HR,3,58,29,2,3,6,4,1
4251,35,Female,Operations,3,21,17,2,7,4,3,0
4252,51,Male,Operations,2,36,17,5,4,4,2,0
4253,50,Male,Marketing,1,20,26,1,1,3,1,0
4254,40,Male,HR,2,64,3,4,3,9,4,0
4255,59,Female,IT,4,51,1,2,2,2,4,0
4256,32,Male,Support,1,38,23,5,9,9,4,1
4257,37,Female,HR,2,33,4,2,1,3,2,0
4258,50,Female,Finance,4,50,16,3,9,4,2,1
4259,49,Male,Operations,1,37,21,4,5,9,4,0
4260,39,Female,Operations,5,33,27,1,6,3,2,1
4261,31,Male,HR,5,66,6,2,6,6,4,1
4262,54,Female,HR,2,33,28,3,6,5,1,1
4263,27,Female,Sales,3,43,15,3,9,6,2,1
4264,54,Female,HR,1,24,0,4,9,5,1,0
4265,40,Female,Sales,2,35,28,5,7,3,3,1
4266,58,Female,Finance,3,24,11,5,3,2,4,0
4267,44,Female,Finance,3,32,18,2,7,9,2,0
4268,30,Male,IT,1,35,8,2,5,4,1,0
4269,52,Male,HR,1,34,15,5,9,6,2,0
4270,35,Female,IT,3,50,28,1,8,9,3,1
4271,57,Male,Support,4,24,29,1,6,5,1,0
4272,40,Female,Marketing,2,40,6,3,5,7,3,0
4273,23,Male,Finance,1,49,29,4,2,5,3,1
4274,57,Male,Operations,3,42,28,1,3,9,1,1
4275,28,Female,Sales,4,57,14,2,3,2,2,1
4276,43,Male,Marketing,5,48,11,1,4,3,1,0
4277,31,Female,Operations,3,32,3,4,3,5,3,0
4278,28,Male,Marketing,4,51,5,2,7,2,4,1
4279,49,Female,IT,5,67,5,4,6,6,1,1
4280,50,Male,IT,4,61,14,5,8,3,4,1
4281,30,Female,Sales,1,46,27,4,2,5,2,1
4282,59,Male,Finance,3,53,2,4,2,5,1,0
4283,48,Female,Support,5,64,1,4,1,8,4,0
4284,56,Male,Sales,4,68,4,2,5,9,3,1
4285,33,Female,Support,5,52,7,4,7,4,2,1
4286,52,Male,Operations,2,23,18,4,9,1,4,0
4287,56,Female,Marketing,3,37,20,3,5,5,2,0
4288,57,Male,Sales,1,25,29,2,1,4,1,0
4289,46,Female,Support,5,47,15,4,3,5,4,0
4290,42,Female,HR,4,63,18,1,8,9,1,1
4291,24,Female,HR,5,46,29,4,3,8,1,1
4292,51,Female,Finance,4,45,22,1,7,8,3,1
4293,38,Male,Support,5,39,15,5,3,8,4,0
4294,58,Male,Sales,1,32,5,5,2,1,4,0
4295,44,Male,Operations,1,47,21,2,6,7,4,1
4296,43,Female,HR,3,53,0,2,2,4,2,0
4297,42,Female,Finance,1,68,17,5,5,6,2,1
4298,22,Female,Sales,5,42,21,2,5,4,2,1
4299,51,Female,Finance,5,29,7,1,5,5,2,0
4300,31,Female,Operations,1,49,4,1,6,5,4,0
4301,48,Male,HR,2,41,11,3,3,1,4,0
4302,52,Male,HR,5,24,17,2,5,6,2,0
4303,25,Male,HR,3,63,4,2,8,8,3,1
4304,58,Female,Support,2,69,24,3,4,5,4,1
4305,30,Female,IT,1,28,21,4,5,6,2,0
4306,44,Female,Support,4,62,28,1,1,5,1,1
4307,55,Female,HR,5,23,12,4,1,1,3,0
4308,43,Female,Marketing,4,61,20,3,8,5,4,1
4309,37,Female,IT,3,20,25,2,2,2,3,0
4310,21,Female,Sales,2,53,21,4,7,4,2,1
4311,51,Male,Support,4,60,28,2,7,2,1,1
4312,51,Male,IT,3,45,11,3,9,8,1,0
4313,54,Female,IT,4,37,15,5,1,7,2,0
4314,29,Female,Support,4,35,13,2,2,9,3,0
4315,42,Female,Support,3,42,10,4,1,4,4,0
4316,33,Male,IT,5,65,27,4,1,5,2,1
4317,45,Male,Finance,4,55,8,3,4,9,3,0
4318,38,Female,Marketing,3,45,22,4,8,9,2,1
4319,32,Male,Operations,4,21,9,1,8,2,1,0
4320,37,Male,HR,5,63,15,2,9,1,4,1
4321,35,Male,Support,3,24,18,1,2,3,2,0
4322,35,Female,IT,4,48,9,3,7,1,1,1
4323,35,Male,Operations,1,23,25,1,4,6,2,0
4324,59,Male,Support,5,66,20,1,3,8,1,1
4325,33,Female,Finance,4,54,3,2,4,4,1,0
4326,37,Female,Operations,2,41,26,2,4,4,4,1
4327,52,Male,IT,3,68,20,5,3,1,1,1
4328,29,Female,Sales,4,27,7,1,9,9,4,0
4329,40,Male,Marketing,5,63,10,2,8,8,4,1
4330,46,Male,Operations,5,40,29,1,2,3,1,1
4331,47,Female,Support,2,27,5,1,3,3,1,0
4332,41,Female,IT,2,24,3,3,7,4,4,0
4333,38,Male,Support,4,40,20,3,5,4,2,1
4334,33,Female,IT,1,46,26,1,1,2,2,1
4335,36,Female,HR,5,57,22,3,1,4,2,1
4336,29,Male,Sales,1,24,29,2,8,2,3,1
4337,32,Male,HR,1,40,23,1,6,7,1,1
4338,58,Male,Sales,4,27,4,3,4,5,4,0
4339,39,Male,Marketing,3,41,17,2,3,7,3,0
4340,27,Male,HR,3,37,21,1,9,6,1,1
4341,55,Male,Marketing,3,23,24,1,9,2,4,0
4342,38,Female,Support,2,23,2,3,4,2,1,0
4343,36,Female,Finance,5,56,6,2,8,1,2,1
4344,59,Male,Finance,2,34,23,1,4,1,3,1
4345,24,Female,Sales,5,57,21,1,8,5,4,1
4346,45,Female,Sales,5,46,11,5,7,5,1,0
4347,52,Male,HR,5,40,2,1,6,7,4,0
4348,33,Female,Finance,4,67,16,5,7,1,4,1
4349,37,Female,Operations,3,65,2,5,6,5,4,1
4350,57,Male,Operations,2,65,10,2,6,2,2,1
4351,26,Female,Support,2,67,5,4,7,1,4,1
4352,39,Female,Operations,4,23,10,5,4,7,3,0
4353,33,Male,Support,5,30,3,2,5,3,3,0
4354,46,Female,Finance,3,38,16,3,9,9,1,0
4355,34,Female,Operations,1,38,21,5,2,5,1,0
4356,51,Female,Marketing,1,46,0,4,9,5,4,0
4357,24,Male,IT,4,59,11,3,5,5,2,1
4358,59,Male,Sales,3,61,23,5,1,9,3,1
4359,28,Female,HR,1,47,2,5,7,1,4,0
4360,45,Female,Support,1,24,15,4,5,5,3,0
4361,33,Male,Marketing,2,67,2,1,3,6,1,1
4362,52,Male,Operations,3,44,13,4,3,9,2,0
4363,58,Female,IT,1,22,16,2,1,3,3,0
4364,58,Male,HR,2,45,18,2,7,1,1,1
4365,48,Female,Marketing,3,29,6,4,2,8,3,0
4366,50,Female,HR,5,43,25,4,8,9,4,1
4367,23,Male,Support,3,48,23,4,4,6,3,1
4368,48,Male,Support,4,64,10,4,4,5,3,1
4369,23,Female,Sales,2,26,15,4,5,8,4,0
4370,54,Female,Finance,5,63,23,5,9,6,2,1
4371,36,Male,Support,2,42,18,3,7,6,2,1
4372,42,Female,Operations,2,65,4,2,3,9,4,0
4373,52,Male,Marketing,1,46,0,2,4,9,2,0
4374,58,Male,Marketing,3,61,24,3,9,1,2,1
4375,28,Male,IT,2,28,23,4,1,2,4,0
4376,28,Male,IT,2,63,9,3,8,1,3,1
4377,26,Male,IT,4,22,17,4,8,2,2,0
4378,34,Female,HR,4,32,9,2,7,3,1,0
4379,52,Male,Operations,4,25,0,1,6,2,1,0
4380,55,Male,HR,2,57,28,2,7,6,4,1
4381,30,Male,Operations,5,40,12,2,4,4,1,0
4382,23,Male,Marketing,3,38,3,1,4,5,1,0
4383,32,Male,Support,2,44,24,3,5,9,4,1
4384,51,Male,Support,1,58,11,5,4,2,1,1
4385,49,Male,HR,5,23,23,4,4,3,1,0
4386,25,Female,HR,5,41,15,4,9,1,3,1
4387,45,Female,HR,3,24,18,2,6,2,4,0
4388,51,Female,Finance,5,20,25,1,3,1,2,0
4389,41,Female,Sales,3,69,11,2,3,9,4,1
4390,40,Male,Operations,5,36,5,2,8,3,1,0
4391,59,Female,Support,3,28,15,3,3,3,1,0
4392,42,Male,Operations,4,28,11,4,4,7,2,0
4393,24,Female,HR,4,43,24,5,6,1,2,1
4394,33,Female,Finance,5,29,25,1,9,9,3,0
4395,40,Male,HR,5,39,23,5,6,7,1,1
4396,33,Male,Operations,3,36,9,1,3,9,1,0
4397,37,Female,Sales,3,32,4,4,6,8,1,0
4398,56,Female,Support,2,48,27,3,4,5,3,1
4399,53,Female,Sales,4,55,28,5,5,3,4,1
4400,21,Female,Marketing,2,42,27,1,5,9,2,1
4401,35,Male,Finance,2,46,24,2,3,5,3,1
4402,33,Female,Sales,1,37,24,4,5,9,3,0
4403,37,Female,Finance,3,37,18,3,5,3,1,0
4404,44,Female,HR,1,28,11,2,7,6,2,0
4405,28,Female,Marketing,1,22,7,3,9,2,4,0
4406,47,Female,Operations,2,26,3,1,5,3,1,0
4407,43,Male,Sales,1,34,25,2,9,2,3,1
4408,28,Male,Sales,3,49,6,3,5,2,3,0
4409,28,Male,IT,2,28,25,4,4,5,2,0
4410,46,Male,Support,3,60,23,5,6,4,2,1
4411,33,Male,Operations,5,46,22,5,8,4,2,1
4412,59,Female,Sales,1,55,4,2,4,8,1,0
